"document_id","text","label_id"
"309","Hey Mike,

In preparation to our chat on Monday, check out the attached Gong guide for sales managers. It includes some useful tips.

Have a good weekend!","6"
"310","Hey Ofer,

Following-up on your conversation with Amit.

What's the best way to coordinate a call with you and your sales leadership?

Thanks,","6"
"311","Awesome.

My cell is 585-703-6528 if you need anything.","6"
"312","Yes, but I have it all set. I invited Brian's team to the Monday's training and set them up (hopefully correctly).

Have a good weekend!","6"
"313","Hey Jaimie - happy Friday.

Just got a missed call from the Datorama's main line.

Was it you?","6"
"314","We rescheduled to Monday","5"
"315","Hey Derek,

Happy Friday.

Were you able to sync up with Thomas at Meltwater?

Thanks,","6"
"316","Hey Thomas,

How did the reference call go?

Thanks,

Luciano

Derek and Thomas - Gong reference call

When: Fri Jun 15, 2018 xxtime – xxtime Time

Where: Derek to call Thomas directly at 978-578-4106 (map)

Who:

* xxemail - organizer

* xxemail

* xxemail","6"
"317","","6"
"318","Hey Mike,

Let’s do it. Will send you an invite.

Thanks,","6"
"319","Hi Luciano,

Shall we schedule a check-in for late Mon (xxtime I’ve been traveling this week and will be next Tu-Fr as well. I will have feedback from the team on Monday from our huddle. Interested to get some pointers on how to best look at the data from my perspective. There is so much I want to find the ‘hot spots’ :).

Thanks,

Michael Dolloff

Chief Revenue Officer

Direct xxlink

Support xxlink

xxlink | Knowledge Base

Are we providing World-Class support?

If not, click here to get a xxmoney Amazon gift card","5"
"320","Indeed! I can explain tomorrow :)","6"
"321","That's really odd. Thank you for pointing this out. I suspect you guys have solved this with Gong. ;-)","6"
"322","Hey Patrick - just FYI I just started a meeting (an hour after ours was supposed to start) - and Chorus was trying to join my call. Something you may want to bring up with them from a security stand point... screen shot below:

​","6"
"323","Works for me - thanks for the flexibility!","5"
"324","I can do xxtime CT tomorrow afternoon if that works OK for you?","5"
"325","I'm open 2-xxtime CT tomorrow and again after xxtime CT.","5"
"326","Hey Patrick - Unfortunately the rest of this afternoon is a bit crazy - how does tomorrow afternoon look for you?

Thanks!","5"
"327","Hey guys - I've been on the road for the first half of this week and now realize that a conflict crept into my calendar while I wasn't paying close attention. Can we push this call back an hour or otherwise to later this afternoon?","5"
"328","Stuart,

Noticed a few of your posts on Linkedin, one of them mentioning you had a growing team @ BlueVine, adding another AE. (and of course Ricky Bobby)

I'd assume that ramping your newer AE to hit quota ASAP is ""top of mind"" for you at the moment..

Thought you'd enjoy this video that shows how Bevin Lyon, a VP @ Intelex, was able to scale his growing team of AE's and decrease his on-boarding time using Gong.

Hope you enjoy the video, and if this make sense, would appreciate 30 minutes of your time to show you why we're now the #1 tool for sales in the Bay Area.

Best regards,","5"
"329","Hi Chris,

Wanted to circle back with you about the demo you requested a few days ago with Gong- Excited to get connected!

Do you have any white space this week to connect for a few minutes?

All the best,","5"
"330","Adi,

Reason for my follow-up - I remember chatting with Charna and yourself about your growing team, and potentially get Textio on a demo. Wanted to check in and see if Gong was something you guys still wanted to get a deeper look at?

Here's a brief little overview.

P.S: Meeting you and Charna were definite highlights of SaaStr. Glad your enjoying the move from NY -> Seattle. Just might have to move there myself, there's just no surf!!!

Cheers,","6"
"331","Hi Shane,

Based on that context, it sounds like you're hiring to accompany a more robust pipeline and convert on more to increase revenue.

Generally, this is actually a good time to begin build the ""analytics"" behind your calls today, so newer reps down the road will have a robust history to go off of for accelerated on-boarding.

Yes, on-boarding is one use case - but as a Sales Leader, what if you had the ability to 1. on-board them in half the time 2. decrease your sales cycle by 10-15% with your current team?

A deeper understanding of your team's conversations can course-correct lost opportunities and ultimately put you in a position to ensure each process is as transparent as possible with your prospects and customers.

How about this, you give us 30 mins. to show you how company's that are growing their sales team at a 40-60% clip are converting on more pipeline. If it doesn't hit the mark, we can reconnect at the end of the year.

Is that fair?","5"
"332","Hey Tanner,

Happy to elaborate.

We're currently in a pretty good spot with employee onboarding. Right now, we onboard about 1 new sales rep per month, which has made providing quality onboarding (info sessions, role playing calls, etc.) pretty easy. We've had good success with our last few hires on this basis.

I see Gong coming into the picture when we're at a point of onboarding a bunch of reps each month, so keeping on top of role play calls, etc. is challenging. In addition, we'll be looking to hire a sales coach/manager later on this year (when we're beyond the point of me being the coach) and I potentially see Gong being a useful tool for them.

Hope this helps,","6"
"333","Hi Branden,

Did you have a few minutes to chat this afternoon as we start Q2?

Best,","5"
"334","Hi Rich,

After coming off a successful Qxxtime OpenGov - we wanted to reconnect.

I forgot to mention that I saw you've shared a few of our articles around ""talk:listen ratios"" and top rep analysis. These data points can be easily unearthed on your sales team and on average sales cycles are decreasing by 7-10 days.

Did you have anytime to take a closer look at your sales process at OpenGov to align with Q2 goals?

Best,

Tanner","5"
"335","Hey Shane,

Appreciate the kind words and we always enjoy talking to fans of Gong.

Would you mind elaborating on what you mean by ""not in a spot to buy right now"" for future conversations?

With your success in mind,","6"
"336","Tanner,

I wanted to reiterate the power of our Google Chrome extension, which gives you our data in the places you spend the most time researching.

With it, while you're on anyone's LinkedIn page that we've profiled you can instantly get their direct phone, email, the technologies the company uses, any triggers, and then instantly upload that to your CRM or download to a spreadsheet.

Additionally, while you're on any company's website you can do the same and grab relevant contacts or the company data on techs, triggers, etc.

I'd be happy to run through this with you in <10 minutes, just reply to schedule a time or give me a call.","6"
"337","Hey Tanner,

Great emails dude. Fired this over to our team in Slack to show them what you can do with a bit of info on Linkedin.

You guys have great content and I like your product. We're not in a spot to buy this right now. I don't want to give you the old ""I'll reach out when it's relevant"" because I fucking hate getting that myself.

Maybe drop me a line every couple of months to see if it makes sense to connect then? I always have stuff like this on my mind, so I may follow up with you sooner.

Cheers,","6"
"338","Hey Brian,

We sent you over a G2 Crowd report on why Gong is a great compliment to win more competitive deals.

Considering it’s the start of a new quarter, what if your B players could perform just as good as your stars in Q2?

I’d appreciate a shot @ 30min to show you why companies are unearthing data backed insights from their sales team's conversations to drive more revenue.

How does Thursday @ xxtime sound for you?

With your success in mind,

Tanner","5"
"339","Hey Doug,

We sent you over a G2 Crowd report on why Gong is a great compliment to win more competitive deals.

Considering it’s the start of a new quarter, what if your B players could perform just as good as your stars in Q2?

I’d appreciate a shot @ 30min to show you why companies are graduating from Chorus to Gong with an average of 30% increase in new hire ramp time.

How does Thursday @ xxtime sound for you?

With your success in mind,

Tanner","6"
"340","Hi Shane,

I noticed you recently liked an article on how Email and Reward Programs are work together like PB+J

As a Sales Leaders overseeing several deals at one time - LinkedIn and DiscoverOrg turned to Gong to blend data uncovered in their sales conversations and successful deal cycles.

Based on past conversations, you asked us to reach out now and we promise, you won't be disappointed with Gong 2.0

What are your thoughts on reconnect this tomorrow?

Thank you,

Tanner","6"
"341","Hi Jody,

We are all set for tomorrow.

Thank you,

Tanner

AtScale and Gong

When: Tue Apr 3, 2018 xxtime – xxtime Time

Who:

* xxemail - organizer

* xxemail","6"
"342","Bryan,

We are all set for xxtime Today.

Talk soon,

Tanner","5"
"343","Ankith,

With Hackerearth locations all over (having an HQ in California, but also in India) I thought it'd make sense to reach out.

This testimonial videoshows how we connect multi-location companies. Particularly sales teams as they go over calls and call training internationally.

Hope you enjoy video and let me know if I can be of any support.

Best regards,","6"
"344","Hi Susan,

I read your share on Linkedin --> ""What a VP Sales Does Behind Closed Doors"", and agreed that sales is only ""one spoke on a larger wheel."" It takes the whole company to drive a sale forward, a lot of collaboration is needed.

I thought you might share the same ""collaboration"" mindset with your sales team when it comes to the content of their calls and sales conversations.

Here's an article that shares what sort of teamwork it takes for a sales team, from VP to SDR, to succeed in a companies program.

Enjoy the article, and once again let me know if I can be of any support.

Best regards,","5"
"345","Hey Thomas, next Tuesday at xxtime works. Thanks. -Dave","5"
"346","Dave,

How do these times work for you:

Monday: xxtime // xxtime // or xxtime

Tuesday: xxtime // or xxtime

I'll send over the calendar invite once you confirm a time.","5"
"347","Hey Shishir,

Thank you for sharing the video of Steve Jobs. I thought his message of ""ask"" was valid, and agreed that help will be given if asked for. Hence why I reach out to you.

I'd like to sharethis video with you about why sales leaders like yourself find a lot of value in Gong.

Why I am asking for help?

I wanted to know if this video makes sense for me to share with you, and if it does, I'd love to share best practices with you as you head up your team @ Hackerearth.

Best regards,","5"
"348","Hi Debra,

Wanted to reach out after seeing your download of the ebook: ""9 Elements of Highly Effective Sales Conversations."" Have you had a chance to flip through it yet?

All 9 insights were discovered from analyzing 1 million sales call recordings with machine learning.

At Gong, we help sales teams generate more revenue by analyzing their sales conversations with our platform.

Would love to show you how this works on a quick, high-level screen share.

Do you have any time on Wednesday of this week?

Best regards,","5"
"349","Hi Grant,

Wanted to reach out after connecting on Linkedin and talking about your home surf break in Sydney.

I took another look at your Linkedin and noticed you were very involved with implementing sales initiatives @ MYOB, and thought you'd enjoy this article. It highlights why certain program initiatives succeed and others do not.

Enjoy the article, Grant!

Best regards,","6"
"350","Bill,

wanted to reach out again after noticing your sales team had a few open positions at the turn of Q4.

Considering the growth, thought you'd enjoy this article which highlights why some companies sales programs have successes over others. Particularly the point on ""4x the ROI"" when sales training is reinforced.

Enjoy the article.

Best regards,","6"
"351","Hi Chris,

As an individual performer @ Tapad, especially being top performer in 2017, I'm sure you know what it takes for certain reps to stand out over others.

Thought you'd enjoy this article which highlights why some sales leaders such as yourself can perform better than others by eliminating the ""Sales Performance Gap"".

Just wanted to be a resource for you and once again let me know if I can be of support.

Best regards,","5"
"352","Charna,

Employee #6 is something I'll always remember now!

I know when we spoke last week we mentioned getting you on a deep-dive of Gong, and I wanted to circle back around.

Do you have any time this Wednesday around xxtime","5"
"353","Hey David,

It was great to meet last week and chat about Santa Barbara and Invoca.

I know we talked about getting you a deep-dive of Gong's platform, so wanted to circle back around to schedule.

How does Wednesday @ xxtime work for you?

P.S: Edixon mentioned you were a big time surfer, so next time I'm down in SB, or you're up here, lets go out for a sesh...","5"
"354","Orla,

It was great to connect @ SaaStr.

I know we mentioned getting you into a deep-dive of Gong, so I wanted to circle back around and check to see if you had any availability this week.

Does Thursday @ xxtime work for you?","5"
"355","Hi Sheila,

Thanks for requesting a demo with our team here at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call?

Looking forward to meeting you,","6"
"356","Hi Doron,

Thanks for requesting a demo with our team here at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call?

Looking forward to meeting you,","6"
"357","Ross,

I was fortunate to meet with Julia and Geoff @ SaaStr last week, who shared interest in our sales enablement tool here at Gong.

I was instructed to reach out via email after they suggested we sit down together.

How does Wednesday @ xxtime your time sound?","5"
"358","Hi Chris,

Thanks for requesting a demo with our team here at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call?

Looking forward to meeting you,","6"
"359","Karen,

Thanks for requesting a demo from the team here @ Gong.

When's a good time for a quick chat?

Best regards,","5"
"360","Hi Tuan,

Just wanted to circle back with you about the demo you requested a few days ago with Gong- Excited to get connected!

Do you have any white space this week to connect for a few minutes?

All the best,","6"
"361","Hi Karen,

Wanted to follow-up on your demo request.

Do you have any availability for a quick call?

Best regards,","6"
"362","Hi Doron,

Just wanted to circle back with you about the demo you requested a few days ago with Gong- Excited to get connected!

Do you have any white space this week to connect for a few minutes?

Best regards,","5"
"363","Hi Shella,

Just wanted to circle back with you about the demo you requested a few days ago with Gong- Excited to get connected!

Do you have any white space this week to connect for a few minutes?

Best regards,","5"
"364","John,

Thanks for taking the time to request some info from the team here @ Gong.

When's a good time to set up a quick chat?

Look forward to meeting,","6"
"365","Daisy,

Noticed you liked Mark Smith's post mentioning that top reps listen more than they talk, and felt compelled to reach out and loop back around.

Thought you might have this ideal when it comes to your own sales team. We have analyzed 1 million calls to give insights into the ""talk-to-listen"" ratio that Mark mentions in his post.","6"
"366","Matt,

it was great catching up. hope you got my video. lets go surf that spot soon.

I'll send over the calendar invite, and Devin is should be ready to deep-dive everything that you and I chatted about.

1) Here's a link that you should check out of a previous demo/webinar, and a look at the platform. (a bit lengthy)

2) And another statistical analysis of what Gong has been doing so far.

Let me know what you think of this info, and I'll be keeping in touch.","6"
"367","Hi Neil,

Thanks for requesting a demo with our team here at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call?

Looking forward to meeting you,","6"
"368","I can chat at xxtime today. Just call me at 949-402-3818.","5"
"369","Awesome. Appreciate the info. Give me a call @ 408-314-5680 whenever you want today and we can chat!","6"
"370","My man! I wondered what happened after I spoke with you because you were my #xxtime but Nhungly routinely made lackluster decisions and her team is now in shambles. Wish I could say I’ve been surfing more than I have been last few months but I’m still getting out there a few times a week. Let’s go for a surf soon.

RE: Gong I’m pretty interested in setting a foundation to start analyzing and gathering insights from the Zoom recordings we have stored. We’re an early stage company, I’m about to hire a few more MDRs, and we’ll be having many more sales conversations (prospecting & actual meetings) in the next couple months thanks to some agent-assisted dialing technology I pulled the trigger on a month ago. Not sure what pricing is, but want to throw out there that we have a conservative CEO and measurable value needs to be established if we can invest in this. I’ll be your coach- let me know how I can help, and if you want to get on the phone, I’m open now through the rest of the day (no client meetings today).","6"
"371","Hey Matt,

thanks for requesting some info from the team here @ Gong. shot you over a call and left a VM.

When's a good time for a quick chat?

PS: we actually met over a video interview while I was checking out Lattice Engines. I remember you being a big time surfer. --- there's a sweet sandbar @ Kelly's St. in HMB right now!

Best regards,","6"
"372","Ken,

following up on my VM, and reaching out after seeing your download -> e-book ""9 elements of successful sales conversations"".

Have you had a chance to read over it yet?

I thought you might find this article relevant considering the size of your team @ Usherwood. It highlights how some reps differentiate from others and exceed their quota!

Best regards,","6"
"373","Hey Shane,

We sent you over a G2 Crowd report on why Gong is a great compliment to pushing competition like xxlink out of the way.

Considering it’s the last day of Q1, what if your B players could perform just as good as your stars in Q2?

I’d appreciate a shot @ 30min to show you how we’ve been cloning top rep behavior amongst “middle-of-the-pack” reps to boost quota attainment, and if you’re not impressed, we can shake hands and walk away.

How does next Thursday @ xxtime sound for you?","5"
"374","Hey Ash,

We sent you over a G2 Crowd report on why Gong is a great compliment to pushing competition like Geosoft out of the way.

Considering it’s the last day of Q1, what if your B players could perform just as good as your stars in Q2?

I’d appreciate a shot @ 30min to show you how we’ve been cloning top rep behavior amongst “middle-of-the-pack” reps to boost quota attainment, and if you’re not impressed, we can shake hands and walk away.

How does next Thursday @ xxtime sound for you?","5"
"375","Tuesday xxtime","5"
"376","Gong Sales Order for GrayLock Resources has been signed by Michael Smith (xxemail) at company: PureWay Health. The agreement transaction is complete.

Eran Aloni

Gong Sales Order for GrayLock Resources has been signed by Michael Smith (xxemail) at company: PureWay Health. The agreement transaction is complete.

View/Comment

or reply to this email

Original post

Gong Sales Order for GrayLock Resources — Luciano Scala

Thursday, May 17, 2018 xxtime

Gong Sales Order for GrayLock Resources has been sent to Michael Smith (xxemail) at company: PureWay Health for signature.

Gong Sales Order for GrayLock Resources

/a0h36000006bzhdAAA

Eran Aloni

Gong Sales Order for GrayLock Resources has been signed by Michael Smith (xxemail) at company: PureWay Health. The agreement transaction is complete.

Friday, June 1, 2018 xxtime

Download Salesforce

You're receiving emails when someone ""Comments on my posts.""

To change or turn off Chatter email, log in as xxemail.

Are notifications about this post getting annoying? Reply to this email with the word ""mute"".

xxlink, inc. The Landmark @ One Market, Suite 300 San Francisco, CA 94105","5"
"377","Hey Marino, sure. I can do:

Monday at xxtime or 10m PST Tuesday at xxtime or xxtime Wednesday at xxtime or xxtime

I know xxtime will probably not work for Kyle if he is in Portland :)

What works best for everyone?","5"
"378","Luciano/Kyle

I just realized that I will be out of office next Thursday/Friday.

Any chance we can do something earlier in the week?","6"
"379","Hi Kyle!

Here are some rough instructions for InContact:

Admin > Account Settings > API ApplicationsNeed to create a new one hereThen you will either need to relate it to your InContact call script OR create a new script for your reps to xxlink API scope will be: AdminApi, AuthenticationApi, ReportingApi

Authorized CallBack URL:xxlink

Then log into Gong and go HEREClick the + sign, then click ""InContact"" and oAuth in.

Let me know if this helps or if you have any questions!

Best,","6"
"380","For sure.","6"
"381","Hey Jay,

Yes - when you share the recording externally, you can decide which segment to share. This allows you to leave out any dead air time at the beginning.

I will show you how to do it later today.

Thanks,","5"
"382","Can I share with a few other users?","6"
"383","Yes, I wasn’t on the product demo call before.

xxtime will work.

Question regarding the integration with our google apps/xxlink and gong.

It seems like the recording starts right when the meetin starts, some of our attendees can be tardy, anyways to omit the dead air time when the meeting hasn’t started yet?

J.","6"
"384","Hey Casey,

Happy Friday.

Yes, let's discuss later today.

Thanks,","6"
"385","thank you Luciano,

have a nice weekend as well.

Ariel.","6"
"386","Yes. Sent you the invite. Looking forward.

Enjoy your weekend,","6"
"387","sure, how about xxtime IST (xxtime ) on Monday?

would that work?

Ariel.","5"
"388","Ariel, let’s do next week. Can you connect on Monday?","5"
"389","hi Luciano,

Friday is a non working day in israel, so i would rather push to next week.

if this is urgent, my cell number is +972-53-527-3932 give me a call.

Ariel.","5"
"390","Ariel,

You and your team had many asks we exceptionally agreed to. I’d like for us to talk today.

Are you able to connect?","5"
